-742.96	1
-742.82	1
-742.8	18
-742.78	7
-742.76	11
-742.74	7
-742.72	7
-742.66	32
-742.64	62
-742.62	25
-742.6	24
-742.58	19
-742.56	43
-742.54	42
-742.52	98
-742.5	79
-742.48	114
-742.46	137
-742.44	135
-742.42	159
-742.4	176
-742.38	202
-742.36	268
-742.34	251
-742.32	266
-742.3	334
-742.28	379
-742.26	443
-742.24	389
-742.22	441
-742.2	415
-742.18	498
-742.16	519
-742.14	557
-742.12	524
-742.1	546
-742.08	556
-742.06	583
-742.04	644
-742.02	704
-742	644
-741.98	621
-741.96	708
-741.94	713
-741.92	654
-741.9	726
-741.88	667
-741.86	706
-741.84	682
-741.82	716
-741.8	678
-741.78	692
-741.76	695
-741.74	590
-741.72	597
-741.7	609
-741.68	618
-741.66	567
-741.64	540
-741.62	507
-741.6	532
-741.58	492
-741.56	471
-741.54	419
-741.52	430
-741.5	367
-741.48	395
-741.46	377
-741.44	330
-741.42	310
-741.4	253
-741.38	270
-741.36	221
-741.34	235
-741.32	228
-741.3	223
-741.28	186
-741.26	147
-741.24	182
-741.22	142
-741.2	118
-741.18	120
-741.16	103
-741.14	101
