5000	0.786003	0.188691
10000	0.416984	0.203044
15000	0.224719	0.160132
20000	0.140765	0.121937
25000	0.109639	0.102429
30000	0.0966307	0.0926993
35000	0.0832844	0.0834764
40000	0.0742143	0.0748673
45000	0.0622857	0.0544583
50000	0.050786	0.0427291
55000	0.0438761	0.037254
60000	0.0398928	0.0326765
65000	0.0361224	0.0294319
70000	0.0331061	0.0249846
75000	0.0303656	0.0215344
80000	0.0283923	0.0196336
85000	0.0264118	0.0178179
90000	0.0253939	0.0161863
95000	0.0248328	0.0148148
100000	0.0238862	0.0139825
105000	0.022481	0.0131598
110000	0.0213989	0.0121172
115000	0.0201759	0.011147
120000	0.0193081	0.0108311
125000	0.0186173	0.0105307
130000	0.0184244	0.010174
135000	0.0181652	0.00977038
140000	0.01821	0.00953437
145000	0.0180944	0.00910763
150000	0.0175159	0.00859408
155000	0.0170368	0.00821248
160000	0.016754	0.00780307
165000	0.0164684	0.0074433
170000	0.0161169	0.00713592
175000	0.0160321	0.00698385
180000	0.0158011	0.00704783
185000	0.0156526	0.00708643
190000	0.0154798	0.00707164
195000	0.0151959	0.00707545
200000	0.0151595	0.00721979
205000	0.014665	0.00721534
210000	0.0144172	0.00722691
215000	0.0141462	0.00742077
220000	0.0138307	0.00735375
225000	0.0135585	0.00744842
230000	0.0133375	0.00733738
235000	0.0130521	0.0071753
240000	0.0127122	0.00683621
245000	0.0123869	0.00688703
250000	0.0122127	0.00663153
255000	0.012036	0.00644746
260000	0.011898	0.00641668
265000	0.0118367	0.00636898
270000	0.0117365	0.00630889
275000	0.0116304	0.00618213
280000	0.011503	0.00588347
285000	0.0113408	0.00574882
290000	0.0112626	0.00561145
295000	0.0112168	0.00549029
300000	0.0112987	0.00523228
305000	0.0112985	0.0049193
310000	0.0111486	0.00486026
315000	0.01093	0.00492586
320000	0.0107825	0.0048864
325000	0.0106617	0.00493147
330000	0.0105577	0.0049922
335000	0.0103572	0.00494547
340000	0.0101646	0.0049006
345000	0.0100035	0.00488498
350000	0.00983366	0.00489509
355000	0.0096383	0.00486185
360000	0.00943062	0.00482255
365000	0.00940637	0.00486529
370000	0.00937189	0.00476379
375000	0.00935039	0.00467372
380000	0.00927784	0.00457512
385000	0.00910487	0.00448621
390000	0.00900333	0.00434674
395000	0.00905552	0.00419546
400000	0.0090751	0.00411814
405000	0.00905447	0.00410221
410000	0.00901053	0.00409552
415000	0.0089446	0.00400026
420000	0.00882699	0.00395731
425000	0.00872873	0.00396125
430000	0.00866977	0.00396328
435000	0.00866444	0.00395068
440000	0.00863571	0.0040104
445000	0.00866258	0.00404868
450000	0.00862865	0.00402004
