-0.2	1.46439
-0.192	1.35447
-0.188	1.05814
-0.184	1.19965
-0.18	1.24774
-0.176	1.29775
-0.172	1.43941
-0.168	1.34993
-0.164	1.40204
-0.16	1.61481
-0.156	1.78512
-0.152	1.9207
-0.148	1.68866
-0.144	1.90508
-0.14	1.75863
-0.136	2.04054
-0.132	2.42837
-0.128	2.22218
-0.124	2.3467
-0.12	2.07486
-0.116	2.04808
-0.112	2.17665
-0.108	1.99943
-0.104	1.97229
-0.1	1.78559
-0.096	1.9189
-0.092	2.03874
-0.088	2.00109
-0.084	1.836
-0.08	1.72518
-0.076	1.75119
-0.072	1.56543
-0.068	1.55753
-0.064	1.3975
-0.06	1.41036
-0.056	1.34884
-0.052	1.33088
-0.048	1.29901
-0.044	1.24592
-0.04	1.26177
-0.036	1.15269
-0.032	1.05829
-0.028	1.02894
-0.024	1.03743
-0.02	1.08828
-0.016	1.125
-0.012	1.05468
-0.008	1.07476
-0.004	1.00209
-3.6901e-14	0.994484
0.004	0.978722
0.008	0.93277
0.012	0.918129
0.016	0.933505
0.02	0.906888
0.024	0.995813
0.028	1.04657
0.032	1.05882
0.036	1.01886
0.04	1.01739
0.044	1.11152
0.048	1.20866
0.052	1.26112
0.056	1.34694
0.06	1.37075
0.064	1.3963
0.068	1.52515
0.072	1.37615
0.076	1.46462
0.08	1.40207
0.084	1.28442
0.088	1.46184
0.092	1.39186
0.096	1.2829
0.1	1.48636
0.104	1.29835
0.108	1.43808
0.112	1.5727
0.116	1.60747
0.12	2.00233
0.124	1.59114
0.128	1.78289
0.132	1.60482
0.136	1.60303
0.14	1.62446
0.144	1.78097
0.148	1.65381
0.152	1.7459
0.156	1.65055
0.16	1.97163
0.164	1.59502
0.168	1.73653
0.172	1.64558
0.176	1.89081
0.18	2.11494
0.184	2.01461
0.188	2.19041
0.192	2.30214
0.2	1.51085
