1	0
3	1.49103e+07
5	1.45425e+07
7	1.60476e+08
9	1.53892e+40
11	2.14923e+71
13	1.2915e+75
15	4.61195e+75
17	4.98029e+90
19	8.63675e+91
21	1.00515e+94
23	4.5989e+95
25	3.91013e+95
27	3.28552e+95
29	1.5987e+96
31	1.0513e+96
33	2.48864e+95
35	5.81122e+95
37	2.04755e+96
39	8.15913e+96
41	5.96107e+95
43	3.129e+95
45	5.82494e+95
47	4.64312e+95
49	4.77916e+95
51	3.50464e+95
53	5.23167e+95
55	4.02006e+95
57	1.83075e+96
59	5.66577e+95
61	2.13668e+96
63	5.45454e+95
65	3.2577e+95
67	5.95324e+95
69	1.80858e+95
71	1.66811e+95
73	3.23654e+95
75	1.97729e+95
77	1.34359e+95
79	2.8722e+95
81	1.93283e+95
83	4.68921e+95
85	2.91951e+95
87	1.20479e+96
89	6.8587e+95
91	3.9381e+95
93	2.0088e+95
95	1.59636e+95
97	7.36041e+95
99	3.09683e+95
101	6.32182e+95
103	1.9171e+96
105	1.11592e+96
107	2.05541e+95
109	1.67775e+95
111	1.67743e+95
113	3.34884e+95
115	2.79638e+95
117	4.15909e+95
119	3.98632e+95
121	4.23477e+95
123	3.70924e+95
125	4.18523e+95
127	2.52485e+95
129	2.78203e+95
131	3.17882e+95
133	4.12293e+95
135	5.49727e+95
137	2.24648e+96
139	7.2452e+95
141	8.85569e+95
143	1.10971e+96
145	6.37104e+95
147	2.15924e+95
149	2.70636e+94
151	6e+200
153	0
155	0
157	0
159	0
161	0
163	0
165	0
167	0
169	0
171	0
173	0
175	0
177	0
179	0
181	0
183	0
185	0
187	0
189	0
191	0
193	0
195	0
197	0
199	0
201	0
203	0
205	0
207	0
209	0
211	0
213	0
215	0
217	0
219	0
221	0
223	0
225	0
227	0
229	0
231	0
233	0
235	0
237	0
239	0
241	0
243	0
245	0
247	0
249	0
251	0
253	0
255	0
257	0
259	0
261	0
263	0
265	0
267	0
269	0
271	0
273	0
275	0
277	0
279	0
281	0
283	0
285	0
287	0
289	0
291	0
293	0
295	0
297	0
299	0
301	0
303	0
305	0
307	0
309	0
311	0
313	0
315	0
317	0
319	0
321	0
323	0
325	0
327	0
329	0
331	0
333	0
335	0
337	0
339	0
341	0
343	0
345	0
347	0
349	0
351	0
353	0
355	0
357	0
359	0
361	0
363	0
365	0
367	0
369	0
371	0
373	0
375	0
377	0
379	0
381	0
383	0
385	0
387	0
389	0
391	0
393	0
395	0
397	0
399	0
