1      0.035835
0.8    0.0437343
0.6    0.0456866
0.4    0.0404005
0.2    0.0145184
0.15   0.0025336
0.1    0.0022751
0.075  0.00233498
0.05   0.0026388
0.01   0.00648754
0.001  0.0271145

