1  1.11605e+07		1.26351e+06
2  6.3395e+06		639031 
4  3.1284e+06		406140
6  2.5103e+06		268020
8  1.80736e+06		139603
10 1.56608e+06		163624
25 2.05459e+06		276910
50 2.16575e+06		737509
75 1.69235e+06		593111
100 1.2678e+06		402382
250 825450		219281
500 522900		118860
750 589200		224923
1000 750800		132293
