1   0.0168524       0.00239786
0.8 0.00991841      0.00193608
0.6 0.0114619       0.00287543
0.4 0.0063431       0.00137315
0.2 0.00523166      0.00041779
0.15 0.00523839      0.000370199
0.1 0.00657404      0.000528851
0.075  0.00778631      0.000681254
0.05 0.0107409       0.000895235
0.01 0.0322208       0.00177968
0.001 0.292022        0.00954861
