0	1.1024e+07 488133
0.693147	6.58299e+06 313925
1.38629	3.35664e+06 238371
1.79176	2.49832e+06 146252
2.07944	1.85805e+06 147454
2.30259	1.82383e+06 205266
3.21888	2.66148e+06 525931
3.91202	2.38511e+06  357342
4.31749	2.09783e+06 385999
4.60517	2.38415e+06 604712
5.52146	878350    149867
6.21461	773750   129939
6.62007	603300 166512
6.90776	750800  132293
