1.8447e+19  6.89535e+06	4.04469e+06	639522
1.2677e+30  9.46012e+06	4.54743e+06	719012
2.2301e+43  1.17495e+07	5.19474e+06	821361
1.0043e+59  1.43222e+07	6.26591e+06	990728
3.4176e+97  2.19251e+07	1.25834e+07	2.81374e+06
